hidden_size,lr,batch,acc_ar,acc_gui,lev_ar,lev_gui,time_note_ar,time_note_gui,total_train_time,avg_epoch_time
125,0.01,60,0.8078,0.9648,0.0880,0.0386,0.010683,0.010744,91.94,0.4969
